#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
MDM2	RCHY1	1861282	1850323	ENSP00000417281	ENSP00000321239	0.000	0.000	0.000	0.000	0.000	0.805	0.000	0.567	0.912
SHC1	AKT1	1860266	1846136	ENSP00000401303	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.876	0.987
MAPK8	IRS1	1853988	1848682	ENSP00000353483	ENSP00000304895	0.000	0.000	0.000	0.000	0.000	0.917	0.800	0.979	0.999
HIF1A	TP53	1852062	1846083	ENSP00000338018	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.963	0.900	0.948	0.999
CHEK2	CCND1	1857546	1843117	ENSP00000372023	ENSP00000227507	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.582	0.607
RCHY1	TP53	1850323	1846083	ENSP00000321239	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.909	0.999
IGF1R	CBL	1845984	1845465	ENSP00000268035	ENSP00000264033	0.000	0.000	0.000	0.000	0.000	0.574	0.800	0.390	0.943
IRS1	STAT3	1848682	1845584	ENSP00000304895	ENSP00000264657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.923
H2AFX	SIRT1	1856252	1842473	ENSP00000364310	ENSP00000212015	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.426	0.491
EPS15	ERBB2	1855539	1846101	ENSP00000360798	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.573	0.000	0.765	0.895
BRCA1	CDK2	1861387	1845906	ENSP00000418960	ENSP00000266970	0.000	0.000	0.000	0.000	0.000	0.914	0.900	0.580	0.996
AKT1	TP53	1846136	1846083	ENSP00000270202	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.974	0.975
ATM	IGF1R	1846577	1845984	ENSP00000278616	ENSP00000268035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.872	0.872
CREB1	CDK4	1859295	1844551	ENSP00000387699	ENSP00000257904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.600	0.600
CHEK2	RCHY1	1857546	1850323	ENSP00000372023	ENSP00000321239	0.000	0.000	0.000	0.000	0.000	0.564	0.000	0.866	0.939
H2AFX	CDK2	1856252	1845906	ENSP00000364310	ENSP00000266970	0.000	0.000	0.000	0.000	0.000	0.149	0.900	0.593	0.962
SHC1	CREB1	1860266	1859295	ENSP00000401303	ENSP00000387699	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.529	0.950
IRS1	ERBB2	1848682	1846101	ENSP00000304895	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.216	0.000	0.521	0.608
BRCA1	SRC	1861387	1853652	ENSP00000418960	ENSP00000350941	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.471	0.761
MDM2	ERBB2	1861282	1846101	ENSP00000417281	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
ATM	CCND1	1846577	1843117	ENSP00000278616	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.918	0.919
H2AFX	ATM	1856252	1846577	ENSP00000364310	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.996	0.900	0.982	0.999
ATM	TP53	1846577	1846083	ENSP00000278616	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.974	0.999
SRC	IRS1	1853652	1848682	ENSP00000350941	ENSP00000304895	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.979	0.980
SHC1	STAT3	1860266	1845584	ENSP00000401303	ENSP00000264657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.653	0.653
H2AFX	CCND1	1856252	1843117	ENSP00000364310	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.474	0.474
CREBBP	CDK4	1845124	1844551	ENSP00000262367	ENSP00000257904	0.000	0.000	0.000	0.000	0.000	0.099	0.900	0.595	0.960
IRS1	AKT1	1848682	1846136	ENSP00000304895	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.992	0.996
SHC1	FRS2	1860266	1848041	ENSP00000401303	ENSP00000299293	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.679	0.966
CCND1	SIRT1	1843117	1842473	ENSP00000227507	ENSP00000212015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.480
PCNA	STAT3	1856984	1845584	ENSP00000368438	ENSP00000264657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.539	0.539
SHC1	PLCG1	1860266	1843693	ENSP00000401303	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.547	0.911
MDM2	USP7	1861282	1852711	ENSP00000417281	ENSP00000343535	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.912	0.999
SHC1	SOS1	1860266	1858968	ENSP00000401303	ENSP00000384675	0.000	0.000	0.000	0.000	0.000	0.998	0.900	0.951	0.999
SHC1	LCP2	1860266	1842217	ENSP00000401303	ENSP00000046794	0.000	0.000	0.000	0.000	0.000	0.571	0.000	0.913	0.961
AKT1	CCND1	1846136	1843117	ENSP00000270202	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.976	0.977
SHC1	SPRY2	1860266	1856611	ENSP00000401303	ENSP00000366306	0.000	0.000	0.000	0.000	0.000	0.290	0.900	0.163	0.935
FRS2	AKT1	1848041	1846136	ENSP00000299293	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.501
TP53	STAT3	1846083	1845584	ENSP00000269305	ENSP00000264657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.965
SRC	SP1	1853652	1851138	ENSP00000350941	ENSP00000329357	0.000	0.000	0.000	0.000	0.065	0.260	0.000	0.436	0.576
SHC1	CCND1	1860266	1843117	ENSP00000401303	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.531	0.531
EPS15	IGF1R	1855539	1845984	ENSP00000360798	ENSP00000268035	0.000	0.000	0.000	0.000	0.000	0.079	0.800	0.166	0.832
SRC	LCP2	1853652	1842217	ENSP00000350941	ENSP00000046794	0.000	0.000	0.000	0.000	0.000	0.569	0.000	0.733	0.880
SRC	ATM	1853652	1846577	ENSP00000350941	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.758	0.758
GRB2	EGFR	1852164	1846445	ENSP00000339007	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.990	0.999
CREB1	CDK2	1859295	1845906	ENSP00000387699	ENSP00000266970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.675	0.675
SHC1	IRS1	1860266	1848682	ENSP00000401303	ENSP00000304895	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.967	0.998
FRS2	CBL	1848041	1845465	ENSP00000299293	ENSP00000264033	0.000	0.000	0.000	0.000	0.000	0.808	0.900	0.457	0.988
STAT3	CREBBP	1845584	1845124	ENSP00000264657	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.913	0.900	0.891	0.998
PCNA	IGF1R	1856984	1845984	ENSP00000368438	ENSP00000268035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
IGF1R	SIRT1	1845984	1842473	ENSP00000268035	ENSP00000212015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.452	0.452
